user_id,gender,age,country,city,exp_group,os,source
334,0,18,Russia,Moscow,2,Android,ads
335,1,37,Russia,Rtishchevo,2,Android,ads
336,0,30,Russia,Saint Petersburg,3,iOS,ads
337,1,53,Russia,Moscow,2,Android,ads
338,1,40,Russia,Astrakhan,3,iOS,ads
339,0,20,Russia,Nizhniy Novgorod,3,Android,ads
340,0,20,Russia,Moscow,0,Android,ads
341,0,35,Russia,Yartsevo,1,Android,ads
342,1,23,Russia,Moscow,0,Android,ads
343,1,15,Russia,Moscow,2,Android,ads
344,1,22,Russia,Omsk,1,Android,ads
345,1,22,Russia,Kotlas,0,Android,ads
346,1,56,Russia,Yekaterinburg,2,Android,ads
347,0,15,Russia,Moscow,3,Android,ads
348,0,17,Russia,Makhachkala,1,iOS,ads
349,1,27,Russia,Novoshakhtinsk,4,iOS,ads
350,1,14,Russia,Moscow,2,Android,ads
351,1,21,Ukraine,Sevastopol,2,Android,ads
352,1,18,Russia,Iskitim,4,iOS,ads
353,0,21,Russia,Gulkevichi,4,iOS,ads
354,0,26,Russia,Tambov,0,Android,ads
355,1,19,Russia,Guryevsk,0,Android,ads
356,1,19,Russia,Velikiye Luki,1,iOS,ads
357,1,55,Russia,Tyumen,4,Android,ads
358,1,19,Russia,Lysva,0,Android,ads
359,1,23,Russia,Yakhroma,3,iOS,ads
360,0,56,Russia,Ufa,3,Android,ads
361,1,22,Ukraine,Rivne,0,iOS,ads
362,1,34,Russia,Baymak,0,Android,ads
363,0,18,Russia,Belgorod,2,Android,ads
364,0,58,Belarus,Homyel’,0,iOS,ads
365,1,26,Russia,Petrovsk,4,iOS,ads
366,1,22,Russia,Sevsk,1,Android,ads
367,0,20,Russia,Chelyabinsk,2,Android,ads
368,0,25,Russia,Saint Petersburg,0,Android,ads
369,1,23,Belarus,Babruysk,3,iOS,ads
370,0,31,Russia,Balashov,0,iOS,ads
371,1,17,Russia,Mindyak,3,iOS,ads
372,0,23,Russia,Moscow,4,Android,ads
373,1,21,Russia,Moscow,3,Android,ads
374,1,25,Russia,Novyy Urengoy,4,Android,ads
375,0,20,Russia,Moscow,0,Android,ads
376,1,16,Russia,Ryazan,3,Android,ads
377,1,39,Russia,Shagonar,0,Android,ads
378,0,16,Russia,Bikin,4,iOS,ads
379,1,18,Russia,Belovo,2,Android,ads
380,0,16,Russia,Astrakhan,4,Android,ads
381,1,26,Russia,Elektrostal,3,Android,ads
382,1,51,Russia,Kstovo,2,iOS,ads
383,1,16,Russia,Vorkuta,4,Android,ads
384,0,21,Russia,Stavropol,3,iOS,ads
385,0,39,Russia,Bobrovka,3,Android,ads
386,1,40,Russia,Uinskoye,4,Android,ads
387,0,21,Russia,Saint Petersburg,0,Android,ads
388,1,21,Russia,Oktyabrsk,1,Android,ads
389,1,21,Russia,Goyty,3,iOS,ads
390,1,24,Russia,Narovchat,2,Android,ads
391,0,16,Russia,Saint Petersburg,1,Android,ads
392,0,15,Russia,Smolensk,4,iOS,ads
393,1,22,Russia,Miass,3,iOS,ads
394,0,19,Russia,Mikhaylovka,0,Android,ads
395,1,40,Russia,Makhachkala,3,Android,ads
396,0,14,Russia,Rostov,1,Android,ads
397,1,53,Russia,Tver,1,Android,ads
398,0,15,Russia,Saratov,1,Android,ads
399,1,24,Russia,Kirov,3,Android,ads
400,1,31,Russia,Nartkala,1,Android,ads
401,1,16,Russia,Udachnyy,4,iOS,ads
402,1,26,Russia,Moscow,2,iOS,ads
403,1,23,Russia,Kaspiysk,3,Android,ads
404,1,48,Russia,Blagoveshchensk,0,iOS,ads
405,1,41,Russia,Saint Petersburg,2,Android,ads
406,0,18,Russia,Rostov,3,Android,ads
407,1,16,Russia,Koryazhma,0,Android,ads
408,0,17,Russia,Ryazan,1,Android,ads
409,1,14,Russia,Chelyabinsk,2,Android,ads
410,1,30,Russia,Sertolovo,1,Android,ads
411,1,27,Russia,Tyumen,4,Android,ads
412,0,16,Russia,Usol’ye-Sibirskoye,2,Android,ads
413,0,20,Russia,Moscow,2,Android,ads
414,0,16,Russia,Gelendzhik,4,Android,ads
415,0,24,Russia,Orenburg,1,iOS,ads
416,0,22,Russia,Nizhniy Tagil,3,Android,ads
417,1,22,Russia,Slyudyanka,2,iOS,ads
418,1,36,Russia,Kemerovo,0,Android,ads
419,0,27,Russia,Kirishi,2,Android,ads
420,0,38,Russia,Ust’-Kut,0,Android,ads
421,0,19,Azerbaijan,Siyəzən,2,Android,ads
422,1,20,Russia,Kazan,2,Android,ads
423,1,35,Russia,Biysk,0,Android,ads
424,0,25,Russia,Nizhniy Novgorod,2,iOS,ads
425,1,28,Azerbaijan,Baku,3,iOS,ads
426,1,24,Russia,Kirov,4,iOS,ads
427,1,24,Russia,Volsk,2,Android,ads
428,1,19,Russia,Moscow,2,iOS,ads
429,0,14,Russia,Shchelkovo,4,Android,ads
430,0,16,Russia,Saint Petersburg,2,iOS,ads
431,1,20,Russia,Rostov,3,iOS,ads
432,1,22,Russia,Mayrtup,2,Android,ads
433,1,17,Russia,Buynaksk,1,Android,ads
434,0,25,Ukraine,Selydove,0,Android,ads
435,1,29,Russia,Kaliningrad,3,Android,ads
436,1,24,Russia,Rostov,2,Android,ads
437,1,27,Russia,Kirov,1,Android,ads
438,0,40,Russia,Moscow,3,Android,ads
439,1,54,Russia,Sertolovo,3,Android,ads
440,1,25,Russia,Moscow,2,iOS,ads
441,1,29,Russia,Revda,4,Android,ads
442,1,15,Ukraine,Romny,2,iOS,ads
443,0,36,Ukraine,Truskavets,1,Android,ads
444,1,33,Russia,Tomsk,3,iOS,ads
445,0,23,Russia,Minusinsk,2,Android,ads
446,0,29,Russia,Ulyanovsk,0,Android,ads
447,1,25,Russia,Nogliki,4,iOS,ads
448,0,19,Ukraine,Alchevsk,2,Android,ads
449,0,17,Russia,Kazan,3,Android,ads
450,1,38,Russia,Kurchatov,1,Android,ads
451,0,25,Russia,Perm,1,Android,ads
452,0,15,Russia,Novosibirsk,2,Android,ads
453,0,23,Russia,Moscow,2,iOS,ads
454,0,19,Ukraine,Druzhkivka,1,iOS,ads
455,1,25,Russia,Anapa,1,iOS,ads
456,0,31,Russia,Mikhaylovka,2,iOS,ads
457,0,20,Russia,Novorossiysk,4,Android,ads
458,0,17,Russia,Krasnokamensk,2,Android,ads
459,1,19,Russia,Yekaterinburg,2,Android,ads
460,0,18,Russia,Severouralsk,2,Android,ads
461,0,21,Belarus,Minsk,1,iOS,ads
462,0,17,Russia,Nizhniy Novgorod,0,iOS,ads
463,1,16,Russia,Moscow,0,iOS,ads
464,1,19,Russia,Kursk,3,iOS,ads
465,1,25,Russia,Moscow,0,Android,ads
466,1,36,Russia,Sergiyev Posad,2,Android,ads
467,0,25,Russia,Saransk,2,Android,ads
468,0,41,Russia,Moscow,2,Android,ads
469,0,51,Finland,Loviisa,3,Android,ads
470,1,19,Russia,Rasskazovo,0,Android,ads
471,1,14,Russia,Rostov,4,Android,ads
472,1,38,Russia,Tver,3,Android,ads
473,1,25,Russia,Saratov,4,Android,ads
474,1,19,Russia,Gus’-Khrustal’nyy,2,Android,ads
475,1,43,Russia,Krasnodar,3,Android,ads
476,1,23,Russia,Izhevsk,3,Android,ads
477,1,48,Russia,Chelyabinsk,0,iOS,ads
478,1,20,Russia,Angarsk,4,Android,ads
479,0,32,Russia,Saint Petersburg,0,Android,ads
480,1,44,Ukraine,Velykyi Bychkiv,4,iOS,ads
481,0,37,Azerbaijan,Ağdaş,4,Android,ads
482,1,19,Russia,Blechepsin,0,Android,ads
483,0,28,Russia,Moscow,2,iOS,ads
484,0,29,Russia,Khabarovsk,4,Android,ads
485,1,24,Russia,Ramenskoye,0,iOS,ads
486,1,25,Russia,Voskresensk,0,Android,ads
487,0,41,Russia,Saint Petersburg,3,Android,ads
488,1,15,Russia,Yelets,2,iOS,ads
489,0,34,Russia,Yurga,3,Android,ads
490,0,41,Russia,Orekhovo-Borisovo Yuzhnoye,3,Android,ads
491,0,29,Russia,Mendeleyevsk,3,iOS,ads
492,1,34,Russia,Khabarovsk,3,Android,ads
493,0,23,Russia,Zainsk,0,iOS,ads
494,1,33,Russia,Tula,1,Android,ads
495,1,21,Ukraine,Novosamarka,1,iOS,ads
496,0,34,Russia,Snezhinsk,4,Android,ads
497,1,20,Russia,Angarsk,0,Android,ads
498,0,33,Russia,Bol’shoye Boldino,1,iOS,ads
499,1,22,Russia,Naberezhnyye Chelny,2,Android,ads
500,1,29,Russia,Yakutsk,4,Android,ads
501,1,24,Russia,Astrakhan,1,iOS,ads
502,1,26,Russia,Novotroitsk,4,iOS,ads
503,1,43,Kazakhstan,Atyraū,0,iOS,ads
504,0,36,Russia,Berezniki,0,Android,ads
505,0,23,Russia,Makhachkala,3,iOS,ads
506,1,44,Russia,Saransk,0,Android,ads
507,0,39,Finland,Virolahti,1,Android,ads
508,0,27,Russia,Severobaykalsk,0,iOS,ads
509,0,34,Russia,Noginsk,0,iOS,ads
510,0,29,Russia,Krasnoyarsk,0,Android,ads
511,1,18,Russia,Kaspiysk,0,Android,ads
512,1,25,Russia,Ust’-Bol’sheretsk,4,Android,ads
513,1,22,Russia,Petrozavodsk,2,iOS,ads
514,1,35,Russia,Ivanovo,2,iOS,ads
515,1,36,Russia,Gubkin,2,iOS,ads
516,1,21,Russia,Yuryuzan,3,iOS,ads
517,1,20,Kazakhstan,Almaty,3,iOS,ads
518,1,24,Russia,Balakovo,0,Android,ads
519,0,23,Russia,Zelënodol’sk,4,Android,ads
520,1,37,Russia,Tyumen,1,iOS,ads
521,0,27,Russia,Kazan,3,Android,ads
522,0,23,Russia,Elista,3,Android,ads
523,1,17,Russia,Moscow,2,Android,ads
524,0,27,Russia,Tyrnyauz,2,Android,ads
525,0,20,Russia,Nadym,4,Android,ads
526,0,15,Russia,Rostov,0,Android,ads
527,1,21,Russia,Moscow,1,Android,ads
528,1,23,Ukraine,Irpin,1,iOS,ads
529,1,35,Russia,Nizhniy Novgorod,0,iOS,ads
530,0,27,Russia,Abakan,4,Android,ads
531,0,16,Russia,Kaspiysk,0,Android,ads
532,1,37,Russia,Moscow,4,Android,ads
533,1,17,Russia,Sergiyev Posad,3,Android,ads
534,1,21,Russia,Obyachevo,0,Android,ads
535,0,49,Russia,Karpogory,0,Android,ads
536,0,23,Russia,Baymak,2,iOS,ads
537,0,21,Russia,Vladimir,2,Android,ads
538,0,16,Russia,Cheremnoye,1,Android,ads
539,1,25,Russia,Segezha,2,Android,ads
540,1,39,Turkey,Samsun,0,Android,ads
541,1,21,Russia,Petrozavodsk,2,Android,ads
542,1,30,Russia,Blagoveshchensk,4,iOS,ads
543,1,21,Russia,Plast,4,iOS,ads
544,0,16,Russia,Perm,0,iOS,ads
545,1,18,Kazakhstan,Taraz,1,iOS,ads
546,0,25,Russia,Aleksandrov,1,Android,ads
547,0,40,Russia,Moscow,4,iOS,ads
548,0,30,Russia,Chernogolovka,3,iOS,ads
549,0,22,Russia,Vladivostok,4,iOS,ads
550,0,20,Russia,Kyzyl,0,Android,ads
551,0,38,Russia,Pushkino,3,Android,ads
552,1,18,Russia,Penza,0,iOS,ads
553,1,22,Russia,Krasnodar,2,Android,ads
554,0,36,Russia,Irkutsk,4,Android,ads
555,0,27,Russia,Groznyy,3,Android,ads
556,0,24,Turkey,Antalya,4,Android,ads
557,1,31,Russia,Neftekamsk,0,iOS,ads
558,0,22,Russia,Bryansk,4,Android,ads
559,0,18,Russia,Moscow,2,Android,ads
560,1,15,Russia,Armavir,2,Android,ads
561,1,31,Russia,Sochi,2,iOS,ads
562,1,19,Russia,Vladimir,3,Android,ads
563,0,58,Russia,Perm,2,Android,ads
564,1,20,Russia,Irkutsk,4,Android,ads
565,1,28,Russia,Angarsk,4,iOS,ads
566,1,33,Russia,Chapayevsk,3,iOS,ads
567,0,20,Belarus,Minsk,4,Android,ads
568,1,33,Ukraine,Simferopol,3,Android,ads
569,0,39,Ukraine,Simferopol,0,Android,ads
570,1,39,Russia,Engels,3,Android,ads
571,0,19,Finland,Helsinki,2,Android,ads
572,1,46,Ukraine,Melitopol,3,iOS,ads
573,0,23,Belarus,Homyel’,0,Android,ads
574,1,19,Ukraine,Fastiv,3,Android,ads
575,0,31,Russia,Belebey,3,Android,ads
576,0,22,Russia,Moscow,4,iOS,ads
577,0,21,Russia,Omsk,2,Android,ads
578,1,21,Russia,Noginsk,1,iOS,ads
579,1,21,Russia,Maykop,1,Android,ads
580,1,22,Russia,Kirov,4,iOS,ads
581,1,18,Russia,Moscow,2,Android,ads
582,1,25,Russia,Pskov,0,Android,ads
583,1,16,Azerbaijan,Göyçay,3,Android,ads
584,1,15,Russia,Ivanchug,4,Android,ads
585,0,21,Russia,Irkutsk,3,iOS,ads
586,0,30,Russia,Rostov,1,Android,ads
587,1,19,Russia,Mytishchi,3,Android,ads
588,0,37,Russia,Chernolesskoye,2,Android,ads
589,1,56,Russia,Apatity,4,Android,ads
590,1,21,Russia,Perm,0,Android,ads
591,0,28,Russia,Moscow,3,iOS,ads
592,1,29,Latvia,Cēsis,4,iOS,ads
593,0,21,Russia,Novokuznetsk,4,Android,ads
594,1,43,Russia,Tambov,4,Android,ads
595,1,20,Russia,Yelizavetinskoye,2,Android,ads
596,0,33,Russia,Moscow,2,Android,ads
597,1,59,Russia,Uglich,2,iOS,ads
598,0,18,Russia,Smolensk,3,Android,ads
599,1,42,Russia,Saint Petersburg,0,iOS,ads
600,0,35,Russia,Moscow,1,iOS,ads
601,0,33,Russia,Moscow,0,iOS,ads
602,0,17,Russia,Moscow,1,Android,ads
603,1,19,Turkey,Erzincan,1,Android,ads
604,1,44,Russia,Ufa,1,iOS,ads
605,1,17,Russia,Shakhunya,3,iOS,ads
606,0,17,Russia,Moscow,4,Android,ads
607,0,48,Ukraine,Odesa,3,Android,ads
608,1,50,Russia,Leninsk-Kuznetskiy,3,iOS,ads
609,1,26,Russia,Moscow,0,Android,ads
610,1,20,Russia,Mozhaysk,2,iOS,ads
611,1,28,Russia,Kaliningrad,2,Android,ads
612,1,55,Russia,Moscow,2,Android,ads
613,1,29,Russia,Novokuznetsk,2,Android,ads
614,0,38,Russia,Nizhnevartovsk,0,iOS,ads
615,0,29,Russia,Korkino,3,Android,ads
616,0,35,Russia,Moscow,3,iOS,ads
617,1,36,Russia,Voronezh,2,Android,ads
618,1,31,Russia,Rostov,1,Android,ads
619,1,52,Azerbaijan,Baku,0,Android,ads
620,1,28,Russia,Alkhan-Kala,4,Android,ads
621,1,18,Russia,Belorechensk,3,iOS,ads
622,0,40,Turkey,Konya,2,Android,ads
623,1,38,Russia,Arsenyev,0,iOS,ads
624,1,17,Russia,Saint Petersburg,1,iOS,ads
625,0,19,Russia,Krasnoyarsk,2,Android,ads
626,1,18,Russia,Izhevsk,3,Android,ads
627,1,28,Russia,Komsomol’sk-na-Amure,2,iOS,ads
628,1,20,Russia,Nakhodka,1,Android,ads
629,0,45,Russia,Ivanteyevka,3,iOS,ads
630,0,16,Russia,Vladivostok,0,iOS,ads
631,1,21,Russia,Makhachkala,1,iOS,ads
632,1,22,Ukraine,Dnipro,3,iOS,ads
633,1,33,Russia,Zavolzhye,3,Android,ads
634,1,28,Russia,Kemerovo,3,Android,ads
635,1,21,Russia,Tyumen,3,Android,ads
636,0,18,Russia,Nizhniy Novgorod,4,Android,ads
637,0,20,Russia,Chelyabinsk,2,iOS,ads
638,0,19,Russia,Yekaterinburg,3,iOS,ads
639,1,21,Russia,Vologda,3,Android,ads
640,1,36,Russia,Moscow,1,Android,ads
641,1,56,Russia,Staryy Oskol,0,iOS,ads
642,1,19,Russia,Taksimo,1,Android,ads
643,1,22,Russia,Moscow,1,iOS,ads
644,0,37,Russia,Moscow,4,Android,ads
645,1,23,Russia,Novaya Lyalya,3,iOS,ads
646,1,40,Azerbaijan,Əmircan,4,Android,ads
647,1,18,Russia,Buguruslan,4,iOS,ads
648,1,19,Russia,Alapayevsk,1,Android,ads
649,1,21,Russia,Syktyvkar,4,Android,ads
650,1,18,Russia,Moscow,0,Android,ads
651,1,23,Russia,Rybinsk,3,Android,ads
652,1,24,Russia,Irkutsk,3,iOS,ads
653,1,51,Russia,Volgograd,2,Android,ads
654,1,35,Russia,Chelyabinsk,3,Android,ads
655,1,21,Russia,Moscow,1,Android,ads
656,1,23,Ukraine,Donetsk,0,Android,ads
657,1,17,Ukraine,Makiivka,2,iOS,ads
658,1,26,Russia,Ochër,4,Android,ads
659,0,30,Russia,Partizansk,0,Android,ads
660,0,27,Russia,Gay,4,Android,ads
661,0,28,Russia,Nizhniy Tagil,0,Android,ads
662,1,21,Russia,Shlisselburg,4,Android,ads
663,0,23,Russia,Klimovsk,1,Android,ads
664,1,20,Belarus,Minsk,3,Android,ads
665,1,18,Ukraine,Ivano-Frankivsk,3,iOS,ads
666,0,41,Russia,Verkhnyaya Khava,1,Android,ads
667,1,26,Russia,Samara,0,Android,ads
668,1,19,Russia,Saint Petersburg,3,Android,ads
669,1,18,Russia,Chelyabinsk,4,Android,ads
670,0,27,Russia,Moscow,3,iOS,ads
671,1,15,Russia,Sarapul,0,iOS,ads
672,1,26,Russia,Yekaterinburg,4,Android,ads
673,0,26,Russia,Sovetsk,3,Android,ads
674,0,44,Russia,Pskov,2,Android,ads
675,0,14,Russia,Nazran,2,Android,ads
676,1,18,Russia,Moscow,4,Android,ads
677,0,15,Ukraine,Enerhodar,1,Android,ads
678,0,41,Russia,Kuznetsk,4,Android,ads
679,0,22,Russia,Novorossiysk,2,Android,ads
680,1,22,Ukraine,Luhansk,0,iOS,ads
681,1,22,Russia,Nagutskoye,1,Android,ads
682,0,44,Russia,Kazan,3,Android,ads
683,1,23,Russia,Nalchik,2,Android,ads
684,1,28,Russia,Cheboksary,4,iOS,ads
685,1,46,Russia,Kaluga,3,Android,ads
686,1,32,Russia,Naberezhnyye Chelny,3,iOS,ads
687,1,23,Russia,Chapayevsk,3,iOS,ads
688,1,43,Russia,Kungur,0,Android,ads
689,1,19,Russia,Dzerzhinsk,4,iOS,ads
690,1,18,Russia,Stavropol,3,Android,ads
691,0,32,Russia,Davlekanovo,4,iOS,ads
692,1,20,Turkey,Mersin,1,Android,ads
693,1,23,Russia,Snezhinsk,4,Android,ads
694,0,41,Russia,Moscow,3,iOS,ads
695,1,27,Russia,Engels,0,Android,ads
696,1,43,Russia,Khabarovsk,4,iOS,ads
697,1,17,Russia,Mezhdurechensk,2,Android,ads
698,1,15,Russia,Novosibirsk,0,Android,ads
699,0,15,Russia,Mytishchi,3,Android,ads
700,1,18,Russia,Zaval’noye,4,iOS,ads
701,1,23,Russia,Mariinsk,3,Android,ads
702,1,28,Ukraine,Berdiansk,2,iOS,ads
703,1,28,Russia,Chelyabinsk,3,Android,ads
704,0,19,Russia,Gusev,0,Android,ads
705,1,31,Russia,Moscow,4,Android,ads
706,0,55,Russia,Yekaterinburg,4,Android,ads
707,1,20,Russia,Chadan,3,Android,ads
708,0,26,Russia,Vologda,2,Android,ads
709,1,19,Belarus,Kobryn,4,Android,ads
710,1,20,Russia,Podolsk,1,Android,ads
711,0,33,Russia,Nalchik,4,Android,ads
712,1,19,Russia,Arsenyev,0,iOS,ads
713,1,20,Russia,Sochi,4,iOS,ads
714,1,20,Russia,Yumaguzino,0,Android,ads
715,1,17,Russia,Nevinnomyssk,4,iOS,ads
716,0,19,Russia,Logovskoye,2,Android,ads
717,0,34,Russia,Balakovo,3,iOS,ads
718,1,28,Turkey,Ankara,0,Android,ads
719,0,19,Russia,Groznyy,3,iOS,ads
720,0,29,Turkey,Ankara,0,Android,ads
721,1,27,Russia,Nizhniy Novgorod,3,Android,ads
722,0,18,Russia,Korolëv,0,Android,ads
723,0,23,Russia,Izhevsk,1,Android,ads
724,0,41,Russia,Kazan,0,Android,ads
725,0,26,Cyprus,Nicosia,4,iOS,ads
726,0,38,Russia,Kursk,2,Android,ads
727,0,22,Russia,Khimki,3,iOS,ads
728,1,14,Russia,Kansk,4,iOS,ads
729,0,35,Russia,Saratov,0,iOS,ads
730,0,40,Russia,Moscow,1,Android,ads
731,1,17,Finland,Tampere,2,Android,ads
732,1,18,Russia,Yekaterinburg,3,Android,ads
733,1,22,Russia,Kirov,4,iOS,ads
734,0,26,Russia,Lyubertsy,1,iOS,ads
735,0,14,Russia,Tyumen,3,Android,ads
736,1,20,Russia,Moscow,1,iOS,ads
737,1,23,Russia,Sochi,3,Android,ads
738,0,25,Russia,Blagoveshchensk,1,iOS,ads
739,0,25,Russia,Yablochnyy,1,Android,ads
740,1,21,Russia,Moscow,3,iOS,ads
741,0,31,Belarus,Homyel’,4,iOS,ads
742,1,17,Azerbaijan,Baku,0,Android,ads
743,0,16,Russia,Samara,0,Android,ads
744,1,15,Russia,Komsomol’sk-na-Amure,0,iOS,ads
745,0,21,Russia,Arsk,2,iOS,ads
746,1,37,Ukraine,Khust,0,Android,ads
747,1,20,Russia,Otradnyy,2,Android,ads
748,0,17,Russia,Belgorod,1,Android,ads
